airport_code,airport_name,airport_name_full,time_label,time_month,time_month_name,time_year,statistics_of_delays_carrier,statistics_of_delays_late_aircraft,statistics_of_delays_national_aviation_system,statistics_of_delays_security,statistics_of_delays_weather,statistics_carriers_total,statistics_flights_cancelled,statistics_flights_delayed,statistics_flights_diverted,statistics_flights_on_time,statistics_flights_total,,
SLC,Salt Lake City, UT: Salt Lake City International,01-avr.-06,4,April,2006,560,543,311,6,67,13,68,1486,4,9844,11402,,
TPA,Tampa, FL: Tampa International,01-avr.-06,4,April,2006,325,473,272,3,27,12,10,1098,5,5452,6565,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-mai-06,5,May,2006,1561,1638,3988,8,341,13,311,7534,32,26414,34291,,
BOS,Boston, MA: Logan International,01-mai-06,5,May,2006,521,743,2301,1,132,13,210,3699,21,6994,10924,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-mai-06,5,May,2006,453,834,369,5,61,14,51,1721,15,7237,9024,,
CLT,Charlotte, NC: Charlotte Douglas International,01-mai-06,5,May,2006,597,596,638,1,49,11,108,1881,28,7763,9780,,
DCA,Washington, DC: Ronald Reagan Washington National,01-mai-06,5,May,2006,438,526,540,1,79,15,131,1585,14,6343,8073,,
DEN,Denver, CO: Denver International,01-mai-06,5,May,2006,938,1157,955,8,56,16,151,3114,32,16635,19932,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-mai-06,5,May,2006,980,2537,1476,5,173,16,305,5165,17,20235,25722,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-mai-06,5,May,2006,539,551,701,3,151,15,89,1944,10,8589,10632,,
EWR,Newark, NJ: Newark Liberty International,01-mai-06,5,May,2006,432,1014,2738,6,114,13,211,4302,48,8844,13405,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-mai-06,5,May,2006,294,373,375,3,36,11,8,1083,23,4386,5500,,
IAD,Washington, DC: Washington Dulles International,01-mai-06,5,May,2006,426,710,361,3,27,14,114,1525,13,6433,8085,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-mai-06,5,May,2006,610,1461,1949,9,139,12,244,4165,159,14502,19070,,
JFK,New York, NY: John F. Kennedy International,01-mai-06,5,May,2006,401,469,784,5,67,12,58,1727,42,6648,8475,,
LAS,Las Vegas, NV: McCarran International,01-mai-06,5,May,2006,683,1225,967,9,72,18,89,2954,6,12753,15802,,
LAX,Los Angeles, CA: Los Angeles International,01-mai-06,5,May,2006,1202,1256,981,12,84,15,199,3535,17,16016,19767,,
LGA,New York, NY: LaGuardia,01-mai-06,5,May,2006,449,639,2165,2,201,15,253,3455,74,7041,10823,,
MCO,Orlando, FL: Orlando International,01-mai-06,5,May,2006,485,686,545,2,50,15,26,1766,27,8330,10149,,
MDW,Chicago, IL: Chicago Midway International,01-mai-06,5,May,2006,411,777,574,6,112,13,56,1879,42,6523,8500,,
MIA,Miami, FL: Miami International,01-mai-06,5,May,2006,331,327,453,1,37,11,51,1149,34,4460,5694,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-mai-06,5,May,2006,491,428,448,3,95,14,60,1466,22,9041,10589,,
ORD,Chicago, IL: Chicago O'Hare International,01-mai-06,5,May,2006,1390,2507,4881,2,211,12,1202,8995,124,21655,31976,,
PDX,Portland, OR: Portland International,01-mai-06,5,May,2006,285,349,188,4,16,12,21,841,2,4017,4881,,
PHL,Philadelphia, PA: Philadelphia International,01-mai-06,5,May,2006,464,643,1117,1,88,14,63,2315,21,6876,9275,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-mai-06,5,May,2006,848,950,619,11,48,15,160,2473,11,15490,18134,,
SAN,San Diego, CA: San Diego International,01-mai-06,5,May,2006,469,532,308,3,34,16,53,1343,9,6491,7896,,
SEA,Seattle, WA: Seattle/Tacoma International,01-mai-06,5,May,2006,534,605,520,5,39,14,48,1704,10,7558,9320,,
SFO,San Francisco, CA: San Francisco International,01-mai-06,5,May,2006,772,775,758,7,34,13,147,2347,6,8605,11105,,
SLC,Salt Lake City, UT: Salt Lake City International,01-mai-06,5,May,2006,481,402,239,5,36,13,87,1163,5,10528,11783,,
TPA,Tampa, FL: Tampa International,01-mai-06,5,May,2006,335,479,339,3,33,11,11,1190,1,4943,6145,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-juin-06,6,June,2006,2464,2276,3086,8,638,13,693,8470,177,24447,33787,,
BOS,Boston, MA: Logan International,01-juin-06,6,June,2006,688,962,2125,3,186,13,367,3963,19,6397,10746,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-juin-06,6,June,2006,596,1072,727,6,178,14,92,2582,41,6371,9086,,
CLT,Charlotte, NC: Charlotte Douglas International,01-juin-06,6,June,2006,876,815,764,0,103,11,229,2558,29,6550,9366,,
DCA,Washington, DC: Ronald Reagan Washington National,01-juin-06,6,June,2006,498,558,907,3,118,14,271,2078,70,5375,7794,,
DEN,Denver, CO: Denver International,01-juin-06,6,June,2006,1301,1489,1171,11,109,15,263,4082,76,15675,20096,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-juin-06,6,June,2006,1144,2349,1279,9,152,16,322,4930,23,19946,25221,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-juin-06,6,June,2006,682,650,888,7,220,15,186,2445,39,7726,10396,,
EWR,Newark, NJ: Newark Liberty International,01-juin-06,6,June,2006,589,1260,2922,9,139,13,610,4923,142,7633,13308,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-juin-06,6,June,2006,396,529,404,2,50,11,21,1380,8,3834,5243,,
IAD,Washington, DC: Washington Dulles International,01-juin-06,6,June,2006,623,903,604,3,54,13,364,2188,40,5246,7838,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-juin-06,6,June,2006,990,1760,1754,15,103,12,319,4620,218,14248,19405,,
JFK,New York, NY: John F. Kennedy International,01-juin-06,6,June,2006,560,776,1381,6,135,13,123,2858,53,5708,8742,,
LAS,Las Vegas, NV: McCarran International,01-juin-06,6,June,2006,924,1697,932,10,73,18,111,3632,18,11752,15513,,
LAX,Los Angeles, CA: Los Angeles International,01-juin-06,6,June,2006,1358,1537,1006,9,121,16,215,4033,17,15438,19703,,
LGA,New York, NY: LaGuardia,01-juin-06,6,June,2006,575,838,2323,1,210,15,532,3947,79,6154,10712,,
MCO,Orlando, FL: Orlando International,01-juin-06,6,June,2006,711,927,780,4,93,15,34,2512,10,7220,9776,,
MDW,Chicago, IL: Chicago Midway International,01-juin-06,6,June,2006,585,1054,555,7,108,13,70,2312,33,6111,8526,,
MIA,Miami, FL: Miami International,01-juin-06,6,June,2006,425,456,543,3,68,11,64,1496,21,3872,5453,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-juin-06,6,June,2006,693,554,568,7,162,14,86,1980,20,8824,10910,,
ORD,Chicago, IL: Chicago O'Hare International,01-juin-06,6,June,2006,1748,3219,2927,12,216,12,773,8121,62,22330,31286,,
PDX,Portland, OR: Portland International,01-juin-06,6,June,2006,387,533,263,4,27,12,25,1217,3,3792,5037,,
PHL,Philadelphia, PA: Philadelphia International,01-juin-06,6,June,2006,636,749,1419,2,165,14,117,2969,45,5637,8768,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-juin-06,6,June,2006,1275,1250,965,18,121,16,218,3630,49,13972,17869,,
SAN,San Diego, CA: San Diego International,01-juin-06,6,June,2006,573,656,374,12,41,16,74,1656,34,6129,7893,,
SEA,Seattle, WA: Seattle/Tacoma International,01-juin-06,6,June,2006,681,981,830,9,65,14,54,2566,7,7109,9736,,
SFO,San Francisco, CA: San Francisco International,01-juin-06,6,June,2006,961,1011,1062,8,64,13,147,3107,5,7869,11128,,
SLC,Salt Lake City, UT: Salt Lake City International,01-juin-06,6,June,2006,744,683,412,11,78,13,105,1926,8,10116,12155,,
TPA,Tampa, FL: Tampa International,01-juin-06,6,June,2006,451,670,408,3,50,12,15,1583,21,4332,5951,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-juil.-06,7,July,2006,2910,2622,2757,6,539,13,682,8836,63,25838,35419,,
BOS,Boston, MA: Logan International,01-juil.-06,7,July,2006,684,873,1402,2,202,13,328,3163,27,7654,11172,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-juil.-06,7,July,2006,536,959,698,5,118,14,89,2319,18,6943,9369,,
CLT,Charlotte, NC: Charlotte Douglas International,01-juil.-06,7,July,2006,847,777,766,2,97,12,161,2488,17,7063,9729,,
DCA,Washington, DC: Ronald Reagan Washington National,01-juil.-06,7,July,2006,494,506,891,2,138,14,262,2028,34,5473,7797,,
DEN,Denver, CO: Denver International,01-juil.-06,7,July,2006,1344,1617,1070,7,120,15,231,4157,14,16532,20934,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-juil.-06,7,July,2006,1165,1880,1217,7,201,16,463,4467,116,20883,25929,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-juil.-06,7,July,2006,757,659,866,6,115,15,139,2402,12,8466,11019,,
EWR,Newark, NJ: Newark Liberty International,01-juil.-06,7,July,2006,549,1340,2779,13,118,13,572,4799,209,8039,13619,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-juil.-06,7,July,2006,369,518,395,2,57,11,31,1344,13,3985,5373,,
IAD,Washington, DC: Washington Dulles International,01-juil.-06,7,July,2006,690,957,577,3,64,12,286,2292,14,5426,8018,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-juil.-06,7,July,2006,870,1877,2068,13,160,12,229,4989,158,14544,19920,,
JFK,New York, NY: John F. Kennedy International,01-juil.-06,7,July,2006,632,946,1511,9,157,13,185,3253,145,6095,9678,,
LAS,Las Vegas, NV: McCarran International,01-juil.-06,7,July,2006,1018,1663,980,11,116,18,144,3788,40,11975,15947,,
LAX,Los Angeles, CA: Los Angeles International,01-juil.-06,7,July,2006,1426,1601,1149,13,140,16,257,4329,48,15854,20488,,
LGA,New York, NY: LaGuardia,01-juil.-06,7,July,2006,629,762,1963,1,184,15,632,3539,136,6445,10752,,
MCO,Orlando, FL: Orlando International,01-juil.-06,7,July,2006,663,954,702,1,80,15,45,2401,27,7708,10181,,
MDW,Chicago, IL: Chicago Midway International,01-juil.-06,7,July,2006,529,960,540,3,115,13,76,2148,22,6578,8824,,
MIA,Miami, FL: Miami International,01-juil.-06,7,July,2006,450,476,580,2,91,11,57,1598,10,3955,5620,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-juil.-06,7,July,2006,702,639,558,9,136,14,73,2044,28,9083,11228,,
ORD,Chicago, IL: Chicago O'Hare International,01-juil.-06,7,July,2006,1740,3136,3339,6,235,12,1202,8457,88,22143,31890,,
PDX,Portland, OR: Portland International,01-juil.-06,7,July,2006,380,503,182,1,33,12,33,1100,3,4133,5269,,
PHL,Philadelphia, PA: Philadelphia International,01-juil.-06,7,July,2006,674,759,1569,2,153,13,117,3162,40,5949,9268,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-juil.-06,7,July,2006,1325,1294,842,14,115,16,250,3593,59,14505,18407,,
SAN,San Diego, CA: San Diego International,01-juil.-06,7,July,2006,650,672,406,7,55,15,78,1790,36,6269,8173,,
SEA,Seattle, WA: Seattle/Tacoma International,01-juil.-06,7,July,2006,832,1177,608,8,81,14,81,2712,8,7412,10213,,
SFO,San Francisco, CA: San Francisco International,01-juil.-06,7,July,2006,935,947,594,8,76,12,178,2561,6,8880,11625,,
SLC,Salt Lake City, UT: Salt Lake City International,01-juil.-06,7,July,2006,737,653,334,10,69,13,109,1799,13,10926,12847,,
TPA,Tampa, FL: Tampa International,01-juil.-06,7,July,2006,469,627,467,1,50,12,18,1611,35,4519,6183,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-août-06,8,August,2006,2514,2459,4152,37,562,13,765,9726,205,24580,35276,,
BOS,Boston, MA: Logan International,01-août-06,8,August,2006,656,755,1250,18,132,13,263,2813,4,8388,11468,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-août-06,8,August,2006,468,786,412,28,88,14,89,1781,22,7623,9515,,
CLT,Charlotte, NC: Charlotte Douglas International,01-août-06,8,August,2006,736,722,807,11,79,12,151,2356,44,7304,9855,,
DCA,Washington, DC: Ronald Reagan Washington National,01-août-06,8,August,2006,416,442,593,10,85,14,228,1543,4,6292,8067,,
DEN,Denver, CO: Denver International,01-août-06,8,August,2006,1209,1343,976,21,161,15,179,3708,40,17571,21498,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-août-06,8,August,2006,1041,1772,1555,94,232,16,521,4699,178,20796,26194,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-août-06,8,August,2006,680,695,809,53,93,15,130,2330,6,8798,11264,,
EWR,Newark, NJ: Newark Liberty International,01-août-06,8,August,2006,471,1138,2615,44,116,13,299,4385,75,9189,13948,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-août-06,8,August,2006,332,398,354,24,38,11,176,1145,5,4031,5357,,
IAD,Washington, DC: Washington Dulles International,01-août-06,8,August,2006,559,760,348,13,73,12,181,1750,9,6390,8330,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-août-06,8,August,2006,633,1267,1098,74,74,12,94,3143,122,16420,19779,,
JFK,New York, NY: John F. Kennedy International,01-août-06,8,August,2006,575,814,1277,44,153,13,137,2862,37,6952,9988,,
LAS,Las Vegas, NV: McCarran International,01-août-06,8,August,2006,841,1495,826,71,84,18,119,3317,12,12727,16175,,
LAX,Los Angeles, CA: Los Angeles International,01-août-06,8,August,2006,1556,1512,1688,73,127,16,260,4953,27,15477,20717,,
LGA,New York, NY: LaGuardia,01-août-06,8,August,2006,569,653,1726,11,171,15,356,3130,69,7536,11091,,
MCO,Orlando, FL: Orlando International,01-août-06,8,August,2006,555,727,565,35,57,15,156,1940,10,7862,9968,,
MDW,Chicago, IL: Chicago Midway International,01-août-06,8,August,2006,422,817,402,36,73,13,105,1747,44,7072,8968,,
MIA,Miami, FL: Miami International,01-août-06,8,August,2006,360,382,488,39,66,11,210,1331,19,3969,5529,,
MSP,Minneapolis, MN: Minneapolis-St Paul International,01-août-06,8,August,2006,713,605,686,59,105,14,108,2167,32,9013,11320,,
ORD,Chicago, IL: Chicago O'Hare International,01-août-06,8,August,2006,1473,2995,4002,64,235,12,935,8769,97,22537,32338,,
PDX,Portland, OR: Portland International,01-août-06,8,August,2006,348,450,280,23,28,12,17,1128,3,4163,5311,,
PHL,Philadelphia, PA: Philadelphia International,01-août-06,8,August,2006,543,684,1070,13,93,13,128,2404,28,6807,9367,,
PHX,Phoenix, AZ: Phoenix Sky Harbor International,01-août-06,8,August,2006,1116,1219,848,83,107,16,254,3373,47,14816,18490,,
SAN,San Diego, CA: San Diego International,01-août-06,8,August,2006,624,593,350,26,40,15,63,1633,15,6520,8231,,
SEA,Seattle, WA: Seattle/Tacoma International,01-août-06,8,August,2006,756,1108,792,49,64,14,63,2771,10,7443,10287,,
SFO,San Francisco, CA: San Francisco International,01-août-06,8,August,2006,959,994,1147,31,80,13,162,3212,10,8466,11850,,
SLC,Salt Lake City, UT: Salt Lake City International,01-août-06,8,August,2006,621,655,380,33,52,13,79,1742,7,11114,12942,,
TPA,Tampa, FL: Tampa International,01-août-06,8,August,2006,386,524,356,18,39,12,45,1323,8,4846,6222,,
ATL,Atlanta, GA: Hartsfield-Jackson Atlanta International,01-sept.-06,9,September,2006,2056,2477,6941,6,509,13,822,11991,75,20039,32927,,
BOS,Boston, MA: Logan International,01-sept.-06,9,September,2006,571,696,1108,3,131,13,245,2507,6,7924,10682,,
BWI,Baltimore, MD: Baltimore/Washington International Thurgood Marshall,01-sept.-06,9,September,2006,347,679,352,4,74,14,79,1458,7,7420,8964,,
CLT,Charlotte, NC: Charlotte Douglas International,01-sept.-06,9,September,2006,588,689,875,1,48,12,128,2202,4,7433,9767,,
DCA,Washington, DC: Ronald Reagan Washington National,01-sept.-06,9,September,2006,419,470,604,0,73,14,193,1567,15,5739,7514,,
DEN,Denver, CO: Denver International,01-sept.-06,9,September,2006,1063,1220,1130,17,117,15,221,3547,46,15754,19568,,
DFW,Dallas/Fort Worth, TX: Dallas/Fort Worth International,01-sept.-06,9,September,2006,941,1553,1533,5,228,16,637,4262,217,19711,24827,,
DTW,Detroit, MI: Detroit Metro Wayne County,01-sept.-06,9,September,2006,584,663,1305,10,121,15,239,2683,12,8101,11035,,
EWR,Newark, NJ: Newark Liberty International,01-sept.-06,9,September,2006,319,707,2521,4,96,13,218,3647,42,8607,12514,,
FLL,Fort Lauderdale, FL: Fort Lauderdale-Hollywood International,01-sept.-06,9,September,2006,244,336,413,2,21,11,27,1015,9,3753,4804,,
IAD,Washington, DC: Washington Dulles International,01-sept.-06,9,September,2006,503,719,384,4,32,13,173,1640,17,5914,7744,,
IAH,Houston, TX: George Bush Intercontinental/Houston,01-sept.-06,9,September,2006,469,706,914,10,63,12,81,2161,50,15358,17650,,
